confidence_threshold,category,confidence,title,filename,absolute_path,matched_keywords
0.350,Other,0.050,1_2+TEMPORALANGABEN+ZUKUNFT+Übung+1,1_2+TEMPORALANGABEN+ZUKUNFT+Übung+1.pdf,/Users/longtran/Documents/E-Books/German Language/1_2+TEMPORALANGABEN+ZUKUNFT+Übung+1.pdf,
0.350,Other,0.050,20211209  Emergency scholarship 410 _ Call for applications,20211209  Emergency scholarship 410 _ Call for applications.pdf,/Users/longtran/Documents/E-Books/20211209  Emergency scholarship 410 _ Call for applications.pdf,
0.350,Other,0.050,263678936_301941171812987_7606139737544589864_n,263678936_301941171812987_7606139737544589864_n.pdf,/Users/longtran/Documents/E-Books/263678936_301941171812987_7606139737544589864_n.pdf,
0.350,Other,0.050,32+GENITIV,32+GENITIV.pdf,/Users/longtran/Documents/E-Books/German Language/32+GENITIV.pdf,
0.350,Other,0.050,448112_Print.indd,"Data Warehouse Requirements Engineering A Decision Based Approach (Naveen Prakash,Deepika Prakash (auth.)) (z-lib.org).pdf","/Users/longtran/Documents/E-Books/Data Warehouse Requirements Engineering A Decision Based Approach (Naveen Prakash,Deepika Prakash (auth.)) (z-lib.org).pdf",
0.350,Other,0.050,5+MODALPARTIKEL+I,5+MODALPARTIKEL+I.pdf,/Users/longtran/Documents/E-Books/German Language/5+MODALPARTIKEL+I.pdf,
0.350,Other,0.050,9783190216840_Muster_2,9783190216840_Muster_2.pdf,/Users/longtran/Documents/E-Books/German Language/Downloads/9783190216840_Muster_2.pdf,
0.350,Other,0.050,"[DIY Programming Projects, STEM] Matthew Thompson - Arduino_ The Essential Step by Step Guide to Begin Your Own Projects (2018) - libgen.li","[DIY Programming Projects, STEM] Matthew Thompson - Arduino_ The Essential Step by Step Guide to Begin Your Own Projects (2018) - libgen.li.pdf","/Users/longtran/Documents/E-Books/[DIY Programming Projects, STEM] Matthew Thompson - Arduino_ The Essential Step by Step Guide to Begin Your Own Projects (2018) - libgen.li.pdf",
0.350,Other,0.050,"A Frequency Dictionary of German Core Vocabulary for Learners (Randall Jones, Erwin Tschirner) (Z-Library)","A Frequency Dictionary of German Core Vocabulary for Learners (Randall Jones, Erwin Tschirner) (Z-Library).pdf","/Users/longtran/Documents/E-Books/German Language/A Frequency Dictionary of German Core Vocabulary for Learners (Randall Jones, Erwin Tschirner) (Z-Library).pdf",
0.350,Other,0.050,A Systematic Approach to Learning Robot Programming with ROS,"A Systematic Approach to Learning Robot Programming with ROS (Newman, Wyatt S) (Z-Library).pdf","/Users/longtran/Documents/E-Books/A Systematic Approach to Learning Robot Programming with ROS (Newman, Wyatt S) (Z-Library).pdf",
0.350,Other,0.050,AI_cheatsheet,AI_cheatsheet.pdf,/Users/longtran/Documents/E-Books/AI_cheatsheet.pdf,
0.350,Other,0.050,"Alex Xu, Sahn Lam - System Design Interview – An Insider's Guide_ Volume 2-Byte Code LLC (2022)","Alex Xu, Sahn Lam - System Design Interview – An Insider's Guide_ Volume 2-Byte Code LLC (2022).pdf","/Users/longtran/Documents/E-Books/Alex Xu, Sahn Lam - System Design Interview – An Insider's Guide_ Volume 2-Byte Code LLC (2022).pdf",
0.350,Other,0.050,Algorithms for Optimization,algo for optimization.pdf,/Users/longtran/Documents/E-Books/algo for optimization.pdf,
0.350,Other,0.050,"Algorithms Illuminated (Part 2) Graph Algorithms and Data Structures (Tim Roughgarden) (z-library.sk, 1lib.sk, z-lib.sk)","Algorithms Illuminated (Part 2) Graph Algorithms and Data Structures (Tim Roughgarden) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Algorithms Illuminated (Part 2) Graph Algorithms and Data Structures (Tim Roughgarden) (z-library.sk, 1lib.sk, z-lib.sk).pdf",
0.350,Other,0.050,"All New Electronics Self-Teaching Guide (Harry Kybett, Earl Boysen) (Z-Library)","All New Electronics Self-Teaching Guide (Harry Kybett, Earl Boysen) (Z-Library).pdf","/Users/longtran/Documents/E-Books/All New Electronics Self-Teaching Guide (Harry Kybett, Earl Boysen) (Z-Library).pdf",
0.350,Other,0.050,Amazon Web Services for Developers For Dummies,(For dummies) John Paul Mueller - Amazon Web Services for Developers For Dummies-John Wiley and Sons (2017).pdf,/Users/longtran/Documents/E-Books/(For dummies) John Paul Mueller - Amazon Web Services for Developers For Dummies-John Wiley and Sons (2017).pdf,
0.350,Other,0.050,An Introduction to Parallel Programming,"An Introduction to Parallel Programming, second edition -- Pacheco, Peter, Malensek PhD  Computer Science  Colorado -- 2, 2020 -- Morgan Kaufmann -- 9780128046050 -- d9a2663d4b235ed46970ad3909a48ac3 -- Anna’s Archive.pdf","/Users/longtran/Documents/E-Books/An Introduction to Parallel Programming, second edition -- Pacheco, Peter, Malensek PhD  Computer Science  Colorado -- 2, 2020 -- Morgan Kaufmann -- 9780128046050 -- d9a2663d4b235ed46970ad3909a48ac3 -- Anna’s Archive.pdf",
0.350,Other,0.050,"Andrea Frater, Nicole Schäfer, Simone Weidinger - Mit Erfolg zum Goethe-Zertifikat B2 Übungsbuch passend zur neuen Prüfung 2019 (2019, Klett) - libgen.li","Andrea Frater, Nicole Schäfer, Simone Weidinger - Mit Erfolg zum Goethe-Zertifikat B2 Übungsbuch passend zur neuen Prüfung 2019 (2019, Klett) - libgen.li.pdf","/Users/longtran/Documents/E-Books/German Language/B2/Andrea Frater, Nicole Schäfer, Simone Weidinger - Mit Erfolg zum Goethe-Zertifikat B2 Übungsbuch passend zur neuen Prüfung 2019 (2019, Klett) - libgen.li.pdf",
0.350,Other,0.050,ANNAHMEERKLÄRUNG,DA _CSE_15124_TranPhanPhucLong.pdf,/Users/longtran/Documents/E-Books/DA _CSE_15124_TranPhanPhucLong.pdf,
0.350,Other,0.050,"Applications of Fuzzy Sets Theory, 7th International Workshop on Fuzzy Logic and Applications (Francesco Masulli, Sushmita Mitra etc.) (z-library.sk, 1lib.sk, z-lib.sk)","Applications of Fuzzy Sets Theory, 7th International Workshop on Fuzzy Logic and Applications (Francesco Masulli, Sushmita Mitra etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Applications of Fuzzy Sets Theory, 7th International Workshop on Fuzzy Logic and Applications (Francesco Masulli, Sushmita Mitra etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",
0.350,Other,0.050,Audio Programming in C++,"Audio Programming in C++  The Beginner Level (Håkan Blomqvist) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Audio Programming in C++  The Beginner Level (Håkan Blomqvist) (z-library.sk, 1lib.sk, z-lib.sk).pdf",
0.350,Other,0.050,automate the boring stuff with python 2nd edition,Automate the boring stuff with python 2nd edition by Al Sweigart (z-lib.org).pdf,/Users/longtran/Documents/E-Books/Automate the boring stuff with python 2nd edition by Al Sweigart (z-lib.org).pdf,
0.350,Other,0.050,B1_Mod_Kandidaten_E_11_B1_Mod,b1_modellsatz_erwachsene.pdf,/Users/longtran/Documents/E-Books/German Language/b1_modellsatz_erwachsene.pdf,
0.350,Other,0.050,B1_Wortliste_2016_02.qxp_B1 Wort,Goethe-Zertifikat_B1_Wortliste.pdf,/Users/longtran/Documents/E-Books/German Language/Goethe-Zertifikat_B1_Wortliste.pdf,
0.350,Other,0.050,"Bash 101 Hacks (Ramesh Natarajan) (z-library.sk, 1lib.sk, z-lib.sk)","Bash 101 Hacks (Ramesh Natarajan) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Bash 101 Hacks (Ramesh Natarajan) (z-library.sk, 1lib.sk, z-lib.sk).pdf",extract_error:PdfStreamError:Stream has ended unexpectedly
0.350,Other,0.050,"Beautiful C++: 30 Core Guidelines for Writing Clean, Safe, and Fast Code","Beautiful C++ 30 Core Guidelines for Writing Clean, Safe, and Fast Code (Kate Gregory  J. Guy Davidson) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Beautiful C++ 30 Core Guidelines for Writing Clean, Safe, and Fast Code (Kate Gregory  J. Guy Davidson) (z-library.sk, 1lib.sk, z-lib.sk).pdf",
0.350,Other,0.050,Berserk: The Flame Dragon Knight,"Berserk The Flame Dragon Knight (Kentaro Miura  Makoto Fukami [Miura, Kentaro]) (Z-Library).pdf","/Users/longtran/Documents/E-Books/Berserk The Flame Dragon Knight (Kentaro Miura  Makoto Fukami [Miura, Kentaro]) (Z-Library).pdf",
0.350,Other,0.050,Bill Bejeck - Kafka Streams in Action_ Real-time apps and microservices with the Kafka Streaming API-Manning Publications (2018),Bill Bejeck - Kafka Streams in Action_ Real-time apps and microservices with the Kafka Streaming API-Manning Publications (2018).pdf,/Users/longtran/Documents/E-Books/Bill Bejeck - Kafka Streams in Action_ Real-time apps and microservices with the Kafka Streaming API-Manning Publications (2018).pdf,
0.350,Other,0.050,book.dvi,"MPI The Complete Reference (Marc Snir, William Gropp) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/MPI The Complete Reference (Marc Snir, William Gropp) (z-library.sk, 1lib.sk, z-lib.sk).pdf",
0.350,Other,0.050,Build a Frontend Web Framework (From Scratch),"Build a Frontend Web Framework (From Scratch) (Ángel Sola Orbaiceta) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Build a Frontend Web Framework (From Scratch) (Ángel Sola Orbaiceta) (z-library.sk, 1lib.sk, z-lib.sk).pdf",
0.350,Other,0.050,Build and Orchestrator in Go (From Scratch),"Build an Orchestrator in Go (From Scratch) (Tim Boring) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Build an Orchestrator in Go (From Scratch) (Tim Boring) (z-library.sk, 1lib.sk, z-lib.sk).pdf",
0.350,Other,0.050,Building Event-Driven Microservices by Adam Bellemare (z-lib.org).epub,Building Event-Driven Microservices by Adam Bellemare (z-lib.org).epub.pdf,/Users/longtran/Documents/E-Books/Building Event-Driven Microservices by Adam Bellemare (z-lib.org).epub.pdf,extract_error:PdfStreamError:Stream has ended unexpectedly
0.350,Other,0.050,"C Programming for System, Network, and Cloud Engineers - Techniques for Processes, Memory, Network Applications, and Linux… (Dr Anil Kumar Rangisetti) (z-library.sk, 1lib.sk, z-lib.sk)","C Programming for System, Network, and Cloud Engineers - Techniques for Processes, Memory, Network Applications, and Linux… (Dr Anil Kumar Rangisetti) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/C Programming for System, Network, and Cloud Engineers - Techniques for Processes, Memory, Network Applications, and Linux… (Dr Anil Kumar Rangisetti) (z-library.sk, 1lib.sk, z-lib.sk).pdf",
0.350,Other,0.050,"C++ Concurrency in Action, 2nd Edition","C++ Concurrency in Action (Anthony Williams) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/C++ Concurrency in Action (Anthony Williams) (z-library.sk, 1lib.sk, z-lib.sk).pdf",
0.350,Other,0.050,"C++ Core Guidelines Explained Best Practices for Modern C++ (Rainer Grimm) (z-library.sk, 1lib.sk, z-lib.sk)","C++ Core Guidelines Explained Best Practices for Modern C++ (Rainer Grimm) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/C++ Core Guidelines Explained Best Practices for Modern C++ (Rainer Grimm) (z-library.sk, 1lib.sk, z-lib.sk).pdf",
0.350,Other,0.050,C++ Lambda Story: Everything you need to know about Lambda Expression in Modern C++!,"C++ Lambda Story Everything you need to know about Lambda Expression in Modern C++ (Bartlomiej Filipek [Filipek, Bartlomiej]) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/C++ Lambda Story Everything you need to know about Lambda Expression in Modern C++ (Bartlomiej Filipek [Filipek, Bartlomiej]) (z-library.sk, 1lib.sk, z-lib.sk).pdf",
0.350,Other,0.050,C++ Move Semantics - The Complete Guide - First Edition,"C++ Move Semantics - The Complete Guide (2022) (Nicolai M. Josuttis) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/C++ Move Semantics - The Complete Guide (2022) (Nicolai M. Josuttis) (z-library.sk, 1lib.sk, z-lib.sk).pdf",
0.350,Other,0.050,C++20 - The Complete Guide - First Edition,"C++20 - The Complete Guide - First Edition (Nicolai M. Josuttis) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/C++20 - The Complete Guide - First Edition (Nicolai M. Josuttis) (z-library.sk, 1lib.sk, z-lib.sk).pdf",
0.350,Other,0.050,C++23 Best Practices,"C++23 Best Practices (Jason Turner) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/C++23 Best Practices (Jason Turner) (z-library.sk, 1lib.sk, z-lib.sk).pdf",
0.350,Other,0.050,Cambridge IELTS 13 General Training Student’s Book with Answers Authentic Examination Papers (IELTS Practice Tests) (Cambridge University Press) (z-lib.org),Cambridge IELTS 13 General Training Student’s Book with Answers Authentic Examination Papers (IELTS Practice Tests) (Cambridge University Press) (z-lib.org).pdf,/Users/longtran/Documents/E-Books/Cambridge IELTS 13 General Training Student’s Book with Answers Authentic Examination Papers (IELTS Practice Tests) (Cambridge University Press) (z-lib.org).pdf,extract_error:DependencyError:cryptography>=3.1 is required for AES algorithm
0.350,Other,0.050,Cambridge Ielts 9 Self-Study Pack (Students Book with Answers and Audio CDs (2)) China Reprint Edition Authentic Examination... (Cambridge ESOL) (z-lib.org),Cambridge Ielts 9 Self-Study Pack (Students Book with Answers and Audio CDs (2)) China Reprint Edition Authentic Examination... (Cambridge ESOL) (z-lib.org).pdf,/Users/longtran/Documents/E-Books/Cambridge Ielts 9 Self-Study Pack (Students Book with Answers and Audio CDs (2)) China Reprint Edition Authentic Examination... (Cambridge ESOL) (z-lib.org).pdf,
0.350,Other,0.050,Cambridge_IELTS_16_Academic_b9f737c819,Cambridge_IELTS_16_Academic_b9f737c819.pdf,/Users/longtran/Documents/E-Books/IELTS/Cambridge_IELTS_16_Academic_b9f737c819.pdf,
0.350,Other,0.050,Cambridge_Practice_Test_for_IELTS_15_ff479d2e75,Cambridge_Practice_Test_for_IELTS_15_ff479d2e75.pdf,/Users/longtran/Documents/E-Books/IELTS/Cambridge_Practice_Test_for_IELTS_15_ff479d2e75.pdf,
0.350,Other,0.050,CCA_Final-report,CCA_Final-report.pdf,/Users/longtran/Documents/E-Books/CCA_Final-report.pdf,
0.350,Other,0.050,CCA_Final-report (1),CCA_Final-report (1).pdf,/Users/longtran/Documents/E-Books/CCA_Final-report (1).pdf,
0.350,Other,0.050,CCA_Final-report (2),CCA_Final-report (2).pdf,/Users/longtran/Documents/E-Books/CCA_Final-report (2).pdf,
0.350,Other,0.050,CCA_Final-report (3),CCA_Final-report (3).pdf,/Users/longtran/Documents/E-Books/CCA_Final-report (3).pdf,
0.350,Other,0.050,CCA_Final-report (4),CCA_Final-report (4).pdf,/Users/longtran/Documents/E-Books/CCA_Final-report (4).pdf,
0.350,Other,0.050,CCA_Final-report (5),CCA_Final-report (5).pdf,/Users/longtran/Documents/E-Books/CCA_Final-report (5).pdf,
0.350,Other,0.050,CCA_Final-report (6),CCA_Final-report (6).pdf,/Users/longtran/Documents/E-Books/CCA_Final-report (6).pdf,
0.350,Other,0.050,"CCNA 200-301 Official Cert Guide - Volume 2 by Odom, Wendell (z-lib.org)","CCNA 200-301 Official Cert Guide - Volume 2 by Odom, Wendell (z-lib.org).pdf","/Users/longtran/Documents/E-Books/CCNA 200-301 Official Cert Guide - Volume 2 by Odom, Wendell (z-lib.org).pdf",
0.350,Other,0.050,"CCNA 200-301 Official Cert Guide, Volume 1 Premium Edition eBook and Practice Test by Wendell Odom (z-lib.org)","CCNA 200-301 Official Cert Guide, Volume 1 Premium Edition eBook and Practice Test by Wendell Odom (z-lib.org).pdf","/Users/longtran/Documents/E-Books/CCNA 200-301 Official Cert Guide, Volume 1 Premium Edition eBook and Practice Test by Wendell Odom (z-lib.org).pdf",extract_error:DependencyError:cryptography>=3.1 is required for AES algorithm
0.350,Other,0.050,Chaos Engineering,"Chaos Engineering System Resiliency in Practice (Casey Rosenthal, Nora Jones) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Chaos Engineering System Resiliency in Practice (Casey Rosenthal, Nora Jones) (z-library.sk, 1lib.sk, z-lib.sk).pdf",
0.350,Other,0.050,Chapter4,Chapter4.pdf,/Users/longtran/Documents/E-Books/Chapter4.pdf,
0.350,Other,0.050,CMND-PhanLanHuong,CMND-PhanLanHuong.pdf,/Users/longtran/Documents/E-Books/CMND-PhanLanHuong.pdf,
0.350,Other,0.050,Complete German Grammar (Ed Swick) (Z-Library),Complete German Grammar (Ed Swick) (Z-Library).pdf,/Users/longtran/Documents/E-Books/German Language/Complete German Grammar (Ed Swick) (Z-Library).pdf,
0.350,Other,0.050,"Computation in Architectural Design Neural Networks and Genetic Algorithm Architectural design and metamorphosis evolved by… (Amiina Bakunowicz) (z-library.sk, 1lib.sk, z-lib.sk)","Computation in Architectural Design Neural Networks and Genetic Algorithm Architectural design and metamorphosis evolved by… (Amiina Bakunowicz) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Computation in Architectural Design Neural Networks and Genetic Algorithm Architectural design and metamorphosis evolved by… (Amiina Bakunowicz) (z-library.sk, 1lib.sk, z-lib.sk).pdf",
0.350,Other,0.050,Computer Networks: A Systems Approach,"Computer Networks A Systems Approach (Larry L. Peterson, Bruce S. Davie) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Computer Networks A Systems Approach (Larry L. Peterson, Bruce S. Davie) (z-library.sk, 1lib.sk, z-lib.sk).pdf",
0.350,Other,0.050,"Cornelia Davis - Cloud Native Patterns_ Designing change-tolerant software (2019, Manning Publications Co) - libgen.li","Cornelia Davis - Cloud Native Patterns_ Designing change-tolerant software (2019, Manning Publications Co) - libgen.li.pdf","/Users/longtran/Documents/E-Books/Cornelia Davis - Cloud Native Patterns_ Designing change-tolerant software (2019, Manning Publications Co) - libgen.li.pdf",
0.350,Other,0.050,cover,"MPI The Complete Reference (Vol. 2), Vol. 2 - The MPI-2 Extensions (William Gropp, Steven Huss-Lederman etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/MPI The Complete Reference (Vol. 2), Vol. 2 - The MPI-2 Extensions (William Gropp, Steven Huss-Lederman etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",
0.350,Other,0.050,CSS (with HTML5): Learn CSS in One Day and Learn It Well. CSS for Beginners with Hands-on Project. Includes HTML5. (Learn Coding Fast with Hands-On Project Book 2),Learn CSS in One Day and Learn It Well (Includes HTML5) CSS for Beginners with Hands-on Project (Volume 2) (Jamie Chan) (z-lib.org).pdf,/Users/longtran/Documents/E-Books/Learn CSS in One Day and Learn It Well (Includes HTML5) CSS for Beginners with Hands-on Project (Volume 2) (Jamie Chan) (z-lib.org).pdf,
0.350,Other,0.050,Daily C++ Interview,"Daily C++ Interview  Prepare yourself for your next interview one question a day (Sandor Dargo) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Daily C++ Interview  Prepare yourself for your next interview one question a day (Sandor Dargo) (z-library.sk, 1lib.sk, z-lib.sk).pdf",
0.350,Other,0.050,"Data Structures and Algorithms with Python Undergraduate Topics in Computer Science (Kent Lee, Steve Hubbard) (z-lib.org)","Data Structures and Algorithms with Python Undergraduate Topics in Computer Science (Kent Lee, Steve Hubbard) (z-lib.org).pdf","/Users/longtran/Documents/E-Books/Data Structures and Algorithms with Python Undergraduate Topics in Computer Science (Kent Lee, Steve Hubbard) (z-lib.org).pdf",
0.350,Other,0.050,de.pdf,d.pdf,/Users/longtran/Documents/E-Books/d.pdf,
0.350,Other,0.050,DeepLearning_cheatsheet,DeepLearning_cheatsheet.pdf,/Users/longtran/Documents/E-Books/DeepLearning_cheatsheet.pdf,
0.350,Other,0.050,DeepLearningAnatomy,DeepLearningAnatomy.pdf,/Users/longtran/Documents/E-Books/DeepLearningAnatomy.pdf,
0.350,Other,0.050,Designing Data-Intensive Applications,"Designing Data-Intensive Applications The Big Ideas Behind Reliable, Scalable, and Maintainable Systems by Martin Kleppmann (z-lib.org).pdf","/Users/longtran/Documents/E-Books/Designing Data-Intensive Applications The Big Ideas Behind Reliable, Scalable, and Maintainable Systems by Martin Kleppmann (z-lib.org).pdf",
0.350,Other,0.050,"Deutsch als Fremdsprache Übungsgrammatik fur die Mittelstufe (Friedrich Clamer, Erhard G. Heilmann etc.) (Z-Library)","Deutsch als Fremdsprache Übungsgrammatik fur die Mittelstufe (Friedrich Clamer, Erhard G. Heilmann etc.) (Z-Library).pdf","/Users/longtran/Documents/E-Books/German Language/B2/Deutsch als Fremdsprache Übungsgrammatik fur die Mittelstufe (Friedrich Clamer, Erhard G. Heilmann etc.) (Z-Library).pdf",
0.350,Other,0.050,Deutsch Intensiv Schreiben B2 (Sandra Hohmann) (Z-Library),Deutsch Intensiv Schreiben B2 (Sandra Hohmann) (Z-Library).pdf,/Users/longtran/Documents/E-Books/German Language/Deutsch Intensiv Schreiben B2 (Sandra Hohmann) (Z-Library).pdf,
0.350,Other,0.050,Dive Into Design Patterns,Dive Into Design Patterns .pdf,/Users/longtran/Documents/E-Books/Dive Into Design Patterns .pdf,
0.350,Other,0.050,"Edouard Goursat - A course in mathematical analysis - Applications to Geometry, Expansion in Series, Definite Integrals, Derivatives and Differen (1959, Dover Publications) - libgen.li","Edouard Goursat - A course in mathematical analysis - Applications to Geometry, Expansion in Series, Definite Integrals, Derivatives and Differen (1959, Dover Publications) - libgen.li.pdf","/Users/longtran/Documents/E-Books/Edouard Goursat - A course in mathematical analysis - Applications to Geometry, Expansion in Series, Definite Integrals, Derivatives and Differen (1959, Dover Publications) - libgen.li.pdf",
0.350,Other,0.050,"Effective Modern C++ 42 Specific Ways to Improve Your Use of C++11 and C++14 (Scott Meyers) (z-library.sk, 1lib.sk, z-lib.sk)","Effective Modern C++ 42 Specific Ways to Improve Your Use of C++11 and C++14 (Scott Meyers) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Effective Modern C++ 42 Specific Ways to Improve Your Use of C++11 and C++14 (Scott Meyers) (z-library.sk, 1lib.sk, z-lib.sk).pdf",
0.350,Other,0.050,Electronics Cookbook,Electronics Cookbook Practical Electronic Recipes with Arduino and Raspberry Pi (Simon Monk) (Z-Library).pdf,/Users/longtran/Documents/E-Books/Electronics Cookbook Practical Electronic Recipes with Arduino and Raspberry Pi (Simon Monk) (Z-Library).pdf,
0.350,Other,0.050,em_uebungsgrammatik.djvu,"Em Übungsgrammatik Deutsch Als Fremdsprache GERMAN (Axel Hering, Magdalena Matussek) (Z-Library).pdf","/Users/longtran/Documents/E-Books/German Language/B2/Em Übungsgrammatik Deutsch Als Fremdsprache GERMAN (Axel Hering, Magdalena Matussek) (Z-Library).pdf",
0.350,Other,0.050,Erklärung über die vorläufige Teilnahme an einer studienbegleitenden Prüfungsleistung im Studiengang,Exam Declaration-Compulsory Elective Subject-Tran Phan Phuc Long.pdf,/Users/longtran/Documents/E-Books/Exam Declaration-Compulsory Elective Subject-Tran Phan Phuc Long.pdf,
0.350,Other,0.050,Erklärung über die vorläufige Teilnahme an einer studienbegleitenden Prüfungsleistung im Studiengang,Exam Declaration-Operating Systems re-exam-Tran Phan Phuc Long.pdf,/Users/longtran/Documents/E-Books/Exam Declaration-Operating Systems re-exam-Tran Phan Phuc Long.pdf,
0.350,Other,0.050,Erklärung über die vorläufige Teilnahme an einer studienbegleitenden Prüfungsleistung im Studiengang,Exam Declaration-Studium Generale-Tran Phan Phuc Long.pdf,/Users/longtran/Documents/E-Books/Exam Declaration-Studium Generale-Tran Phan Phuc Long.pdf,
0.350,Other,0.050,Erklärung über die vorläufige Teilnahme an einer studienbegleitenden Prüfungsleistung im Studiengang,Exam Declaration-Theoretical Computer Science re-exam-Tran Phan Phuc Long.pdf,/Users/longtran/Documents/E-Books/Exam Declaration-Theoretical Computer Science re-exam-Tran Phan Phuc Long.pdf,
0.350,Other,0.050,Erklärung über die vorläufige Teilnahme an einer studienbegleitenden Prüfungsleistung im Studiengang,Exam Declaration_Operating Systems re-exam_Tran Phan Phuc Long.pdf,/Users/longtran/Documents/E-Books/Exam Declaration_Operating Systems re-exam_Tran Phan Phuc Long.pdf,
0.350,Other,0.050,Erklärung über die vorläufige Teilnahme an einer studienbegleitenden Prüfungsleistung im Studiengang,Form_DeclarationOnExam (1).pdf,/Users/longtran/Documents/E-Books/Form_DeclarationOnExam (1).pdf,
0.350,Other,0.050,Erklärung über die vorläufige Teilnahme an einer studienbegleitenden Prüfungsleistung im Studiengang,Form_DeclarationOnExam.pdf,/Users/longtran/Documents/E-Books/Form_DeclarationOnExam.pdf,
