confidence_threshold,category,confidence,title,filename,absolute_path,matched_keywords
0.350,MachineLearning,0.238,someTitle,"Genetic Algorithms and Applications for Stock Trading Optimization (Vivek Kapoor, Shubhamoy Dey) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Genetic Algorithms and Applications for Stock Trading Optimization (Vivek Kapoor, Shubhamoy Dey) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:machine learning
0.350,MachineLearning,0.238,The Staff Engineer's Path,Tanya Reilly - The Staff Engineer’s Path (2022) - libgen.li.pdf,/Users/longtran/Documents/E-Books/Tanya Reilly - The Staff Engineer’s Path (2022) - libgen.li.pdf,body:machine learning
0.350,MachineLearning,0.238,"Tyler Richards - Streamlit for Data Science_ Create interactive data apps in Python (2023, Packt Publishing) - libgen.li","Tyler Richards - Streamlit for Data Science_ Create interactive data apps in Python (2023, Packt Publishing) - libgen.li.pdf","/Users/longtran/Documents/E-Books/Tyler Richards - Streamlit for Data Science_ Create interactive data apps in Python (2023, Packt Publishing) - libgen.li.pdf",body:machine learning
0.350,MachineLearning,0.238,"WEB APP DEVELOPMENT AND REAL-TIME WEB ANALYTICS WITH PYTHON -- Tshepo Chris Nokeri -- 1st ed_, US, 2021 -- Apress _ Imprint_ Apress -- 9781484277829 -- 6c03bef4b7b109d95918d29800ecb0b1 -- Anna’s Archive","WEB APP DEVELOPMENT AND REAL-TIME WEB ANALYTICS WITH PYTHON -- Tshepo Chris Nokeri -- 1st ed_, US, 2021 -- Apress _ Imprint_ Apress -- 9781484277829 -- 6c03bef4b7b109d95918d29800ecb0b1 -- Anna’s Archive.pdf","/Users/longtran/Documents/E-Books/WEB APP DEVELOPMENT AND REAL-TIME WEB ANALYTICS WITH PYTHON -- Tshepo Chris Nokeri -- 1st ed_, US, 2021 -- Apress _ Imprint_ Apress -- 9781484277829 -- 6c03bef4b7b109d95918d29800ecb0b1 -- Anna’s Archive.pdf",body:machine learning
0.350,MachineLearning,0.288,conda-cheatsheet,conda-cheatsheet.pdf,/Users/longtran/Documents/E-Books/conda-cheatsheet.pdf,body:scikit learn
0.350,MachineLearning,0.288,"Genetic Algorithms Demystified (Peter Leow) (z-library.sk, 1lib.sk, z-lib.sk)","Genetic Algorithms Demystified (Peter Leow) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Genetic Algorithms Demystified (Peter Leow) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:machine learning
0.350,MachineLearning,0.288,"Guide To Semiconductor Engineering (Jerzy Ruzyllo) (z-library.sk, 1lib.sk, z-lib.sk)","Guide To Semiconductor Engineering (Jerzy Ruzyllo) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Guide To Semiconductor Engineering (Jerzy Ruzyllo) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:machine learning
0.350,MachineLearning,0.312,AnIntroductiontoStatisticalLearningwithApplicationsinPython,AnIntroductiontoStatisticalLearningwithApplicationsinPython.pdf,/Users/longtran/Documents/E-Books/AnIntroductiontoStatisticalLearningwithApplicationsinPython.pdf,body:machine learning; body:model selection; body:unsupervised learning
0.350,MachineLearning,0.312,Untitled,"The Elements of Statistical Learning Data Mining, Inference, and Prediction (2nd edition) (12print 2017) (Trevor Hastie, Robert Tibshirani etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/The Elements of Statistical Learning Data Mining, Inference, and Prediction (2nd edition) (12print 2017) (Trevor Hastie, Robert Tibshirani etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:machine learning; body:supervised learning; body:unsupervised learning
0.350,MachineLearning,0.325,"Essentials of Python for Artificial Intelligence and Machine -- Anupam Bagchi, Pramod Gupta -- Synthesis Lectures on Engineering, Science, and -- 9783031437243 -- 645ef55deca371c844954b10dbf6f1c4 -- Anna’s Archive","Essentials of Python for Artificial Intelligence and Machine -- Anupam Bagchi, Pramod Gupta -- Synthesis Lectures on Engineering, Science, and -- 9783031437243 -- 645ef55deca371c844954b10dbf6f1c4 -- Anna’s Archive.pdf","/Users/longtran/Documents/E-Books/Essentials of Python for Artificial Intelligence and Machine -- Anupam Bagchi, Pramod Gupta -- Synthesis Lectures on Engineering, Science, and -- 9783031437243 -- 645ef55deca371c844954b10dbf6f1c4 -- Anna’s Archive.pdf",body:machine learning; body:scikit learn
0.350,MachineLearning,0.325,"Essentials of Python for Artificial Intelligence and Machine -- Anupam Bagchi, Pramod Gupta -- Synthesis Lectures on Engineering, Science, and -- 9783031437243 -- 645ef55deca371c844954b10dbf6f1c4 -- Anna’s Archive copy","Essentials of Python for Artificial Intelligence and Machine -- Anupam Bagchi, Pramod Gupta -- Synthesis Lectures on Engineering, Science, and -- 9783031437243 -- 645ef55deca371c844954b10dbf6f1c4 -- Anna’s Archive copy.pdf","/Users/longtran/Documents/E-Books/Essentials of Python for Artificial Intelligence and Machine -- Anupam Bagchi, Pramod Gupta -- Synthesis Lectures on Engineering, Science, and -- 9783031437243 -- 645ef55deca371c844954b10dbf6f1c4 -- Anna’s Archive copy.pdf",body:machine learning; body:scikit learn
0.350,MachineLearning,0.325,Grokking Algorithms: An Illustrated Guide for Programmers and Other Curious People,"Grokking Artificial Intelligence Algorithms (Rishal Hurbans) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Grokking Artificial Intelligence Algorithms (Rishal Hurbans) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:machine learning; body:reinforcement learning
0.350,MachineLearning,0.325,Practical Internet of Things with JavaScript,Practical Internet of Things with JavaScript Build standalone exciting IoT projects with Raspberry Pi 3 and JavaScript by Arvind Ravulavaru (z-lib.org).pdf,/Users/longtran/Documents/E-Books/Practical Internet of Things with JavaScript Build standalone exciting IoT projects with Raspberry Pi 3 and JavaScript by Arvind Ravulavaru (z-lib.org).pdf,body:machine learning; body:scikit learn
0.350,MachineLearning,0.338,AI at the Edge,"AI at the Edge Solving Real-World Problems with Embedded Machine Learning (Daniel Situnayake, Jenny Plunkett) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/AI at the Edge Solving Real-World Problems with Embedded Machine Learning (Daniel Situnayake, Jenny Plunkett) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:machine learning; filename:machine learning
